"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79"
"CHL",0.00246513641734402,0.00134646216806351,0.00121948252483088,0.00130554601262795,0.00118726667797258,0.00139313765468553,0.00122925639031204,0.00129221768234352,0.00129853899467326,0.00127221163998015,0.00108215173551285,0.00106972226024197,0.00130795183010218,0.0016468977869962,0.0006321617483333,0.000993331514287244,0.00118373209062494,0.0013143562634588,0.00142716506461811,0.00135272544790262,0.00171067742356435,0.00160743029303572,0.00101907218949642,0.00118582503430659,0.00226150954614785,0.00251659497164416,0.605587149305739,0.0392016752009683,0.0174210094872264,0,0.00991052173328591,0.00697294941466514,0.00523145719348946,0.0127931440347851,0.00525004135425879,0.00564005200957114,0.00351554510896618,0.00769616803446688,0.054994336310525,0.021813541841702,0.0917611162153512,0.00839292842891263,0.0062014451377194,0.00531669868523605,0.00702998366482587,0.0010772368286944,0.000843785222566596,0.00107641248080598,0.00105395720209429,0.00119888160604183,0.00076709114143801,0.000562791837066859,0.000671937770250742,0.000748679960506256,0.000571467692149587,0.00071209943914957,0.000626341330512889,0.000732440688658516,0.000617932001235504,0.00234155595550834,0.00197458859376203,0.00218832183677605,0.00272920477874313,0.00138145984863726,0.00137346780696791,0.0019946776527799,0.00178678545600316,0.00179745613415807,0.00203895287266711,0.00201003174373161,0.00161184781864303,0.00287829294733547,0.00266037568155758,0.00156942189639081,0.00146920889449155,0.00235026491059415,0.00193350536115644,0.000499445974426603,0.00109975410969789
"COL",0.00546077692207302,0.00174122838759195,0.00136445161627914,0.00158094999722741,0.00145558309774502,0.00166190278382589,0.00144464734480815,0.00140952774748023,0.00154880001898388,0.00154900077345973,0.00136764867297034,0.00132759770988781,0.00150394905329649,0.00289151430253086,0.000584528012003583,0.00121140885870767,0.00117349876819474,0.00190938089459076,0.00191120897407913,0.00134850166729446,0.00211480532953957,0.00191609497183283,0.000956961764417689,0.000465232364897408,0.000797059097764741,0.0010087657172311,0.00631759798817014,0.0202550160361374,0.0162323618173748,0.00635142022949383,0,0.0627106427780256,0.0434179734719126,0.17519311255513,0.0232341199184417,0.033517672971321,0.00823875968915888,0.141778119612954,0.0106107823118544,0.0581608499043448,0.00620873796167229,0.172995920706737,0.0376094742999083,0.0455037978332788,0.055466443943503,0.000974155723368896,0.000707954208078312,0.000929293230469085,0.000902542827432149,0.000994619941741338,0.000431778514556058,0.000425024011406027,0.000489960905429481,0.000334772379755291,0.000542370222194477,0.000346315252489581,0.000409830564211905,0.000328056998560044,0.000387009704005138,0.00103453143167611,0.00135499003201892,0.00137236824418859,0.00219063949396415,0.000806446645708634,0.000592218515800456,0.00226659047913985,0.000834418983941621,0.00148471943261163,0.00152131646396997,0.000924426331482677,0.00093107553101032,0.00287850998034677,0.00117679488127313,0.000845839411137953,0.00148373132930205,0.00196696036062141,0.000961765357323054,0.000510108990677556,0.00115103474197576
"CRI",0.00633546847491496,0.00111347730976429,0.000849712970105581,0.000993466266255982,0.000944131433818359,0.00102048344124426,0.000912716485556082,0.000859255257811834,0.000969381403519015,0.000982488603074153,0.000925863718265846,0.000892808273521558,0.000928170353495063,0.00266419967289123,0.000467728688021361,0.00082453001367683,0.000712528076028396,0.00132087780124039,0.00121814671706819,0.000796709219629809,0.00123777918646357,0.00113077006963213,0.000591947695046773,0.000335686244575843,0.000568650262919793,0.000530178153585074,0.00282262405385664,0.00614310976321839,0.00477685030802051,0.002982190942417,0.0418490741961599,0,0.0260183899413688,0.0407426144677656,0.0964374355303199,0.229274472871265,0.0132730152337407,0.360839614882014,0.00382704141568731,0.0144698774253,0.00261026030721006,0.0203213118484449,0.0111550111456735,0.0597502524890346,0.0130007300229048,0.000591458186304679,0.000444692649226973,0.000559608389556155,0.000544912727598096,0.000583482001193777,0.000268721725408273,0.000323503618906252,0.000321095461352673,0.000260020951838855,0.00042521812345178,0.000268917287832763,0.000319847379672575,0.000239676547704529,0.000277627429345046,0.00054324988621568,0.000719535295843806,0.000716832151533917,0.00109800929511606,0.000448709092083643,0.000328705520233047,0.00124830474949814,0.000449978572528982,0.000808170472171088,0.000805166529648952,0.000492528259635901,0.00050747597816627,0.00142561687426963,0.000608679715825968,0.000462081991364801,0.000863009292690052,0.00101663251919619,0.000512998320770923,0.000374657075925377,0.000719843291361353
"DOM",0.0118570886705789,0.00318941921817031,0.00231824464084158,0.00279400490979077,0.00258466464974631,0.0029121892730644,0.00251365214278445,0.00236458391118012,0.0027156994207028,0.00274489708728982,0.00245240450921283,0.0023590574484367,0.002588297048473,0.00593026245028745,0.000873667627079731,0.00212468697494193,0.00188972109816465,0.00373031802803592,0.00357376054786182,0.00216732644682307,0.00374569951999582,0.00333762839423561,0.00151226406008163,0.000502461128715976,0.000801380736499097,0.00113752972432655,0.00419436840320384,0.00952393705919868,0.0104817459629965,0.00414324588006989,0.0536553769608072,0.0481814113259766,0,0.0261054980069158,0.0331065395228897,0.0481593679677331,0.0134486923279494,0.0633517420007752,0.00646467240825483,0.015458740807334,0.0043176161000395,0.0791073071020993,0.0856263731679151,0.28951895495557,0.0814184314821195,0.00151641784795829,0.00108184547463948,0.0014225213295258,0.00137870535694231,0.00149358569861465,0.000613987165902399,0.000638720474588172,0.000734858797052353,0.000474146276398975,0.000821588484191473,0.000497686431539316,0.000596702784048889,0.000484779959481831,0.000582616066270909,0.00120504134974466,0.0018284155496901,0.00178036331429133,0.00299721651780125,0.00106688102662896,0.000710441194645153,0.00377197838093089,0.0010077768741738,0.00216118908358967,0.00210560048339689,0.00110161848873414,0.00121118772290679,0.00424405160018554,0.00135821277518199,0.00107939047847194,0.00238890365321906,0.00279152511347943,0.00117691237449702,0.000792262666079654,0.00189793809602712
"ECU",0.00611357474566786,0.00180399637410242,0.00143993085094279,0.00164911893606641,0.00153252239575892,0.00172465130881637,0.00151855508806524,0.00148345689887965,0.00161800742953819,0.00161950038944512,0.00145575133971765,0.00141461210174181,0.0015742791649635,0.00320047040116077,0.000717272840504079,0.00130218082642766,0.00125377082684765,0.00198677790784507,0.00196347809512409,0.00142729479596017,0.00214627116171265,0.0019632386391996,0.00103724944252888,0.000646198256038686,0.00114529577275133,0.00121046318989718,0.00968227417342483,0.0300210060671733,0.0172493212577475,0.0102455027647948,0.218926676522796,0.0762932204524756,0.0263979338796524,0,0.0287569881728132,0.0377585697864871,0.010432212283149,0.122419011547102,0.0146411808661476,0.165960896572027,0.00874581486346974,0.0560542666557707,0.0220831171061301,0.0325057442208422,0.0288682923790961,0.00105585616089237,0.000782394525862223,0.00101177792727956,0.000984490992914038,0.00108186798965707,0.000493775325576757,0.000510739700538157,0.000552334912053722,0.000440881018386566,0.000655814973991862,0.000444966878875298,0.000510685406590405,0.0003912524141942,0.000448348727103913,0.00121955790045975,0.00148484287298988,0.0015213041395658,0.00230958444461902,0.00091607717962988,0.000713081444476573,0.00229684522537625,0.000980589820468482,0.00158647275980361,0.00164285489081772,0.00108610153045999,0.0010556166780793,0.00291165777985518,0.00138127713514158,0.000970926555822801,0.0015596812838884,0.00207230158825881,0.00111428376860553,0.000591001441862465,0.00123080585510024
"GTM",0.0125787437297583,0.00135022185411405,0.00101277994580001,0.00119114276274896,0.00115581027573446,0.00120517638335678,0.00109823676821913,0.00100986180193467,0.00115924143769915,0.0011851953505998,0.00116575566665961,0.00111922548095512,0.00109978240703506,0.00421831337590504,0.000639156123128613,0.00104169068809866,0.000834960293570753,0.00168698616098193,0.00147364581486388,0.00091693010823746,0.0014171704269305,0.00130150166340424,0.000702298629724554,0.000415910725455999,0.000681296458474975,0.000547664329622667,0.00249903001803673,0.00466149525742672,0.00380712368081783,0.0026595036846156,0.0183649507863509,0.11422590112919,0.021175497825424,0.0181896894926963,0,0.56542179488833,0.0396212608923488,0.0517603200308052,0.00316295677145055,0.00909708202707473,0.00229947833686441,0.0123589954205086,0.00874027320820669,0.0483292779813719,0.00944545363137807,0.000692867370500138,0.000533624582442902,0.000651802453530413,0.000635818508399749,0.000667291661677477,0.00032581166002563,0.000429692603509473,0.000398465433908578,0.000341577996302135,0.00057534765499504,0.000354697881747777,0.000426545105588784,0.000314044830145888,0.000361477613579364,0.000563934011421362,0.000767186253956583,0.0007541861434817,0.00113633279846729,0.000490491184583754,0.000351573066759665,0.00137532137063395,0.00047579114173167,0.000879704021929679,0.000858954561911808,0.000516616597914835,0.000546594767004837,0.00147235068044133,0.000626763427760787,0.000496840984087248,0.00098326472881574,0.00107239108199518,0.000540882176044938,0.000492643065494532,0.000860328853298354
"HND",0.00851983350353752,0.00111060454586779,0.000832856479558281,0.00098112440920698,0.000942802631740085,0.000999108007911234,0.000901375354352797,0.000835068886802332,0.000955206319966855,0.000973598181027216,0.000938820082943703,0.000902284895838794,0.000908398358682269,0.00311025903267671,0.000479217214587749,0.000835088412925291,0.000688225980274781,0.00136387818911635,0.00121640327914019,0.000762475541644957,0.00119404715849809,0.0010918522638784,0.000573987651447949,0.000314518107935714,0.000517657763734788,0.000460398648796803,0.00214194599302153,0.00426270060777966,0.00352819845939721,0.00225759605508398,0.0209345031630584,0.214585266634787,0.0243402971728087,0.0188722064652067,0.446784195030637,0,0.0201862436572153,0.0775379654563155,0.00282023506356665,0.00865157728408554,0.00199612112821963,0.0134345352592602,0.00894189282008001,0.0682885935815897,0.00982526728546153,0.000568954020190561,0.00043183103883584,0.00053575128463476,0.000522012032269695,0.000552360464087375,0.000260030072161722,0.000326848136358509,0.0003159316321544,0.000257796218421291,0.000434447108627714,0.000267927168242774,0.0003218948573467,0.000239431599248874,0.000278379022826674,0.000475068434930871,0.000649822965294548,0.000640167361523822,0.000979117133355081,0.000409086871993402,0.000292195637604267,0.00117283254588698,0.000398724103014844,0.000743867052417404,0.000729555137125595,0.000434063498805535,0.000458380446953621,0.00128020591437655,0.000529823486658053,0.000415936497234405,0.000821907928176854,0.000918740246141601,0.000454935811528832,0.000379493617214068,0.000704048634689448
"MEX",0.130047828731295,0.00553861756062866,0.00411450826531946,0.00483630579936461,0.00487363673507785,0.00476874207149283,0.00451031588566274,0.00400925170624633,0.00469484301422993,0.0048637248117039,0.00516895404062332,0.00493617512178828,0.00440156651181007,0.0281652424634341,0.00345040226192763,0.00468317474894133,0.00333550579408445,0.0074600856683163,0.00598029813251989,0.00353953075285642,0.00528259512370082,0.00491914913680635,0.00289145356073963,0.00195725584251285,0.00299032962108595,0.00182732321285118,0.00688200529338389,0.0108159448252213,0.00919742804360877,0.00737468329553586,0.0269673458673672,0.0651030537337554,0.0356215429056411,0.0273256895534286,0.16407451142927,0.105789626027777,0,0.0467157164261701,0.00803594124266288,0.0176417046084433,0.00629477657288685,0.0217308092918318,0.0184254488595556,0.0554305103685258,0.0188741455603776,0.0027949051279436,0.00227485089659295,0.00261306253051548,0.00255999277991484,0.00259301975020963,0.00147508850884108,0.00219245137381701,0.00182878090546856,0.00171721316711512,0.00304044213301683,0.00179179470806176,0.0021964326180704,0.00156266450640621,0.00178658007709959,0.00189390556419003,0.00266061032619812,0.00256757780848103,0.00373047498974,0.00179566651501526,0.00124756662287411,0.00485795552493607,0.00164700499032117,0.00312694106072175,0.00296922052620687,0.00176378478379778,0.00194523452988639,0.00476082698174203,0.00207857051339763,0.00176789409591181,0.00372166942168633,0.0036177082427557,0.00186073677975312,0.00246615186442011,0.00354551929442918
"PAN",0.00575594029964519,0.00124512793097964,0.000954815595247734,0.00111543480148007,0.00104833573791454,0.00115470863033306,0.00102180022693125,0.000972238069713319,0.00108942699302104,0.00109960865365636,0.00101295966251197,0.000978561734771695,0.00104719736661868,0.00262897485949419,0.000477131028452212,0.000899057782323626,0.00080539100499371,0.0014418412855396,0.00136554750250743,0.000909370954406814,0.00142568283219222,0.00129732100727132,0.000663809126923541,0.0003494366133372,0.000593935117351948,0.000620022253463188,0.00342382852282276,0.00829933680916501,0.00654890250424657,0.00356248197761265,0.102403079479353,0.390547096189633,0.0370270118271619,0.0707572617726192,0.0472973943200938,0.0896663325848013,0.0103083806885174,0,0.00494112921843537,0.0209677929958809,0.00322787968995291,0.0371818091252748,0.0166818120456916,0.0721778648923481,0.0205385843919619,0.000667185608192308,0.000494729349608767,0.000632518223272874,0.000615241797826273,0.000665103080105306,0.000297824843426134,0.000335536813714585,0.000350749291940379,0.000267097287985792,0.000437090705124559,0.000276486322135601,0.000328625802350443,0.000249780063038128,0.000293097241097416,0.000636399722026366,0.00084516280464869,0.000845245747769113,0.00131643515501846,0.000518033028280678,0.00037825331404559,0.00146373580579489,0.000523183197409848,0.000944633114265977,0.000947992857051245,0.000574702370840704,0.000589720697219532,0.0017228826872444,0.000716422801965575,0.000536094933879852,0.000990684242036398,0.00120832923294971,0.000599035775962666,0.000394178715651707,0.000806151259466702
"PRY",0.00333297899983197,0.00216968089455998,0.00194074857888361,0.00210101363681634,0.00187477846856556,0.00227121427578062,0.0019583629791391,0.00207582423561964,0.00208883850121548,0.00203667699851943,0.00167067061107502,0.00165270301762105,0.00210798934392057,0.00226280221298775,0.000692318098749757,0.00151654765966118,0.00186062652352348,0.0020561438497922,0.00231993259699939,0.00217581608935569,0.00290686592918569,0.00269636610704575,0.00155439162855936,0.00105897075411205,0.00180518914467487,0.00327804832562754,0.101045416943347,0.231488485780957,0.100541220627748,0.0634031719076915,0.0190882491486115,0.0103166156221762,0.00941069094512098,0.021077210855407,0.0071986060040518,0.00812297654168008,0.00441650852465966,0.0123066853460106,0,0.0414156990190517,0.187013390721164,0.0184046469565912,0.0135876678916614,0.00875868644542954,0.0158107026476132,0.0016470720894038,0.00122426917313689,0.00163135562512107,0.00158939932243343,0.0018332605599239,0.000938221860187631,0.000594680514127646,0.000890319772741528,0.000738111716913377,0.000650144122109103,0.000703088514634293,0.000598564604952838,0.000770024212361374,0.000705117773599464,0.00319031444164599,0.00315860204579706,0.00347502273031455,0.00493840387899301,0.00193562518937601,0.00164697832669261,0.00350165286308419,0.00236482324889964,0.00296031351667361,0.00336726474711204,0.00270564477621044,0.00231718863779687,0.00549131904142519,0.00374763945925605,0.00217623509277661,0.00240171142228714,0.00412624764602571,0.00269292875914846,0.000699932025177362,0.00171639089886517
"PER",0.00597523030753197,0.00227609700689767,0.00187709010126103,0.00211576680798051,0.00194257006434598,0.0022348595738365,0.00195462892788822,0.00195553670931051,0.00208379918632984,0.00206972558142109,0.00181183696185213,0.00176957901663837,0.00204914925845576,0.00344394774961931,0.000878793235343279,0.00162766826434332,0.00168001725998986,0.00239803682811905,0.00246480832355993,0.00192917610994238,0.00280845399190488,0.00257800946952361,0.0013921520487303,0.000936004868484118,0.00168199896625777,0.00195055787928013,0.0231352665105169,0.117861811158076,0.0388784993082309,0.0242355786539987,0.100828573004654,0.0375900692912545,0.0216861916081795,0.230237994298233,0.0199522301113881,0.0240137159510828,0.00934366055845089,0.0503270868190442,0.0399116040227085,0,0.0203977713855205,0.0523172269203068,0.0242013531266298,0.0230422467359066,0.0313240066239071,0.00143435228781737,0.00106064873823397,0.00138780352854913,0.00135065115436048,0.00150697902544958,0.000711395478067753,0.000636052219580766,0.0007477992645184,0.000612712997298503,0.000805685342359005,0.00059840599260429,0.000644892658376643,0.000581532763424079,0.000577642680618524,0.00194068890939936,0.00221241676208202,0.00231316984080554,0.00344690364966578,0.00136828572644546,0.00110983894777719,0.00311526185335943,0.00152965660866304,0.00227614939100111,0.00242138133975333,0.00170724728905953,0.00159298173998502,0.00420989246535468,0.00221400923133276,0.00147740411355476,0.00211545268687195,0.00303122650599766,0.0017324059243111,0.000739457761610069,0.00161923453477524
"URY",0.00290791760832127,0.00205392396500237,0.0019048943033433,0.00201953993195099,0.00180354637575753,0.00218419524901925,0.00189968894695333,0.00204476275590164,0.00201505635439771,0.00195737063252553,0.00160043836541208,0.00159032358427035,0.00204984567084909,0.00203683681758341,0.000699638654549445,0.00146783812652997,0.00188389708864374,0.00190460235646039,0.0021755154698944,0.00218644119650228,0.00274434084803542,0.00257471301211849,0.00160652095467983,0.00134829783103087,0.00230650153352218,0.00425735887568568,0.312036525048943,0.0619636144787026,0.0406524070333583,0.116986686876344,0.0123511317705839,0.00778112945960626,0.00695030314516752,0.0139226545730499,0.00578720949993638,0.00635772174839178,0.00382566884512352,0.00889031109820628,0.206803287516022,0.0234063269734321,0,0.0117995389654319,0.00937186609779874,0.00660506495375492,0.0105204254987652,0.00171514760255203,0.00131560355371434,0.00171993863476036,0.0016809323429328,0.00194425598821689,0.0011189046278445,0.000711889370683962,0.00100849997334436,0.000928762814328324,0.000643368486010612,0.00088170219943069,0.000742987979039108,0.000959993399407582,0.000845759809126757,0.00401421275522414,0.00345725314267626,0.00389578658218592,0.00503043751365278,0.00225271033471777,0.00207573406767305,0.00333279365996528,0.0029255314785305,0.00308078645973458,0.00358478528820286,0.00336220759135755,0.00269508138048609,0.00521712772109326,0.0047108603894236,0.00258482947076802,0.00239567654703808,0.00420187041611334,0.00326708025975807,0.000742072301197758,0.00171953576725005
"VEN",0.00493569241279766,0.0019922472427998,0.00154586584476352,0.0018061058976569,0.00163571142307811,0.00191901617564289,0.00163669457188898,0.00160945415867825,0.0017687854025679,0.00176170397096602,0.00150578419354034,0.00146288295388697,0.00172059060233921,0.00282426495763255,0.000553095435401895,0.0013209655416152,0.00132258673277703,0.00212984073885158,0.00220521484411168,0.00154344304553652,0.0025255985851212,0.00226256292999876,0.0010596845688669,0.000403561514550552,0.000673102626628182,0.00105676161955773,0.00533791931574083,0.0167917093641184,0.0193766483813512,0.00513405842303174,0.165123474928642,0.0290656537131903,0.0611006536809902,0.0428153971272793,0.0149242524275085,0.0205308441159508,0.0063368362947551,0.0491359853012853,0.00976521383915506,0.028804795520785,0.00566153989078929,0,0.119864747408936,0.0397172024867838,0.276569213348399,0.00108339220562016,0.000767742579241144,0.00103115829380187,0.000999155051748182,0.00111135769577348,0.000456607734611168,0.000418026892100186,0.000518235889475173,0.000316309081611885,0.00052277831758407,0.000330749067825946,0.000390180328630124,0.00033945092747973,0.000396878961681126,0.00110119003874667,0.00153872356858442,0.00154708889244105,0.00261797296627667,0.000876854613579936,0.000613985982049516,0.00275512095629208,0.000886563438287095,0.00171764652947969,0.00175348804178475,0.000984486537278798,0.00101864337256485,0.00360089363263982,0.00126067807344326,0.000914869129592712,0.00171596082082158,0.00233590828077382,0.0010367262792471,0.000516653585383457,0.00128715867360078
"BRB",0.00354058968982138,0.00185446451949947,0.00139864809956126,0.00166507356101304,0.00148126995414211,0.00178805911537871,0.00148912847003034,0.00146469163463602,0.00162709745563138,0.00161669314679955,0.00133571702561649,0.00129641373195511,0.00157908091279774,0.00222287356813704,0.000413441928985635,0.00115446420279429,0.00117392328237431,0.00194726056501959,0.00208243792953869,0.00139333713793864,0.00245819857843647,0.00216267249963238,0.000918138164066688,0.00025650131077855,0.000414508914123774,0.000798454517949615,0.00287186732894947,0.00740476975271596,0.0110090953887768,0.00269857765190925,0.0255367101269508,0.0113499275635816,0.0470469562512917,0.0119990373078362,0.00750808446466095,0.00972094184015644,0.00382216464039309,0.015682204126231,0.00512854200469004,0.00947882391958581,0.00319882391721278,0.0852680244885771,0,0.0212353313719361,0.645980586914117,0.000939452089813355,0.000645005910693575,0.000888142311757989,0.000857959131796115,0.000959836054037429,0.000366619115944767,0.000325078149543575,0.000422376454015915,0.000245743049357954,0.000398544489902976,0.000255728899083948,0.000295764928872699,0.000269375006340701,0.000316489227952905,0.000850688577075557,0.00131415683863796,0.00129680466631983,0.00236534037397534,0.000713960678520963,0.000469354461333949,0.00269698506579297,0.000691382789278526,0.0015283285925335,0.00153170038628507,0.000766180697190448,0.000830821809977232,0.00351162181610806,0.000975669244050766,0.000734826783153567,0.00156842104048492,0.00212211946398311,0.00082099505208366,0.00041155655879185,0.0011393613090783
"JAM",0.0132314729914167,0.00242209059878404,0.00177605464261323,0.00212382357313157,0.00200167288343261,0.00218731546715912,0.0019275929367292,0.00179517467451542,0.00206461851805922,0.00209708251559487,0.00194491082610363,0.00186842904054464,0.00196281329539576,0.00559346562708036,0.000797647935237378,0.00170211469810619,0.00145178094111486,0.00292151423076736,0.00268892917370191,0.00163775151743944,0.00271513138963196,0.00244772842991234,0.00118288406741452,0.000478042399389446,0.000767294773251271,0.000898484584345169,0.00363776221130321,0.00790896114331802,0.0076496296139595,0.00368853577893283,0.0492589633464578,0.0969243204983649,0.253612656830331,0.0281589256253127,0.0661887817027485,0.118357829453431,0.018332011887663,0.108177726193986,0.00527057395562742,0.0143883027977223,0.00359427491013573,0.0450446603575226,0.0338554804491444,0,0.0357426056031861,0.00117884737046872,0.000863870936315667,0.00110676885053718,0.00107517784401737,0.00115110185214556,0.000500805823756906,0.000563784823802372,0.000604491480608807,0.000425172028742259,0.00073845260173924,0.000445404277114152,0.000537553178695205,0.000417056715893307,0.000498635357827187,0.000942619190662188,0.00137464206054895,0.00134305229056711,0.00216502858352556,0.000830686137852935,0.000567300417859926,0.00268823690072719,0.000791336557720466,0.00160664640272873,0.00156598110167081,0.000862670745203171,0.000936236840574527,0.00295816444549974,0.0010569812194505,0.000840456170853146,0.00178612446624979,0.00202757904862029,0.000915205038502815,0.000683157671611948,0.00147294747788681
"TTO",0.00300500114998065,0.00146982769348668,0.00112552222122799,0.00132777798529305,0.00118677341106397,0.00142260259044847,0.00119372377606171,0.00117817859845027,0.00129927558028087,0.0012905894280752,0.00107547785561356,0.00104495776795324,0.00126401694099971,0.00183683766551525,0.00035229034047862,0.000935218716430793,0.000954731845040545,0.0015432654644198,0.00164046788696489,0.00112810116177225,0.00192878906671496,0.00170884490628244,0.000753050035060508,0.000234733488092797,0.00038341225064965,0.000700152444133782,0.00285732409464817,0.00801301342466706,0.0115413618151479,0.00269107283010439,0.0331304343207597,0.0116364348708522,0.0393528179041421,0.0137986387682735,0.00713766373609088,0.00939620277764799,0.00344419503388493,0.0169849200844425,0.00524963715285456,0.0107924796018225,0.00315883314969223,0.173072347074027,0.568261965146521,0.0197217474122102,0,0.000771497583245358,0.000535194460551333,0.000731891986711117,0.000707742904083743,0.000791879506292125,0.000310038672168211,0.000274512939682913,0.000353993032199656,0.000208041296963692,0.000337730519290774,0.000216544848987193,0.00025135051863208,0.000228053341242859,0.000266497047596674,0.000739931527666533,0.00109978213737335,0.00109508777744757,0.00195112953080589,0.000605302152620097,0.000407165015975729,0.00212647266035258,0.000597416786983846,0.0012552995233306,0.00127127466085083,0.000663474538683643,0.000705401258465189,0.00281439503037025,0.000849613291348691,0.000627262526259251,0.00126526022525027,0.00173951128491354,0.000706322795590546,0.00034504576611632,0.000925173383666744
"CYP",0.000472737596346904,0.0042544829315635,0.0115473321209602,0.00620191789832795,0.00580238750910536,0.00625198926079567,0.00785049789371522,0.0124272189762591,0.00682730554683846,0.00608888509804919,0.00416333617500099,0.00469909840529261,0.00849938406488536,0.000646179514283282,0.000643140492559765,0.00464515514384834,0.0461748293124138,0.00225962831696168,0.00355891735392564,0.0180117274666257,0.00386917259825201,0.00482483584380637,0.204525619662532,0.000324259261950958,0.000193580616873407,0.00101029085474123,0.000313177356506666,0.000371579621441177,0.000478981319595994,0.000288597619504875,0.000407226103233549,0.000370498681497734,0.000512958709422172,0.00035320783184711,0.000366432334277976,0.000380798819670916,0.000356942221973343,0.000386144707482786,0.000382737609256887,0.000345867835480597,0.000360417025824964,0.000474482251469513,0.000578381209564579,0.000455226125698488,0.000539939358393852,0,0.0130288531957227,0.282331530093923,0.177252980880133,0.0532969417967147,0.00156479122443747,0.000833551626217144,0.00233245012321722,0.000605093537978978,0.000764397563631481,0.000628952623161386,0.000651346056834125,0.000765880142215857,0.00102536481479882,0.00125400900139257,0.0034621355359535,0.00252246133481581,0.00208177186244543,0.0034924452648816,0.00116357611737766,0.00334603713556465,0.0015335300776878,0.00554604720419757,0.00358972785537656,0.0014351993044233,0.00305267988725601,0.00185524551210346,0.00120210082688101,0.00246205431147578,0.011082548957445,0.0027629272712845,0.00176981406895096,0.00131222614116815,0.026493821992275
"IRN",0.0019939875594401,0.0106106842967341,0.0189337805863388,0.0132216245526867,0.0142825240517523,0.0124833082873267,0.01584617785773,0.0180376237257377,0.0139159534856478,0.0134720502164616,0.0133315173527153,0.0146347143236068,0.0152364470423918,0.00281174647667218,0.0048271170487082,0.0163824844051591,0.0308543869543073,0.00747331880265632,0.0092022786825235,0.0198829064007836,0.00866803253787831,0.0100094986616339,0.0785922584092542,0.00235320327136057,0.00127850904287398,0.00476907099124827,0.00126821113584827,0.00142341373167422,0.00176842243530037,0.0011760312537267,0.00153963503890071,0.00144919880332106,0.00190385623213327,0.00136162264713757,0.00146819893357956,0.00150361854907845,0.00151143399209431,0.00148962341122863,0.00148003110420042,0.00133055037507346,0.00143824950224794,0.00174926372021517,0.00206589683018923,0.00173549696691066,0.00194862119665331,0.0677815642485454,0,0.0803391003641772,0.0967861157037061,0.0442887590049542,0.0176665889243732,0.00754618772057757,0.0364003631155282,0.00510860417427012,0.0061192357121494,0.00537419707452443,0.00551931694406161,0.00688729314412641,0.0102993308168017,0.00564678877801871,0.00974299654825842,0.00799866233121395,0.00586961388230125,0.0171883846116318,0.00776771746114335,0.00766988939031845,0.0077491395177824,0.0116183957427791,0.00923501069747801,0.00677811427327427,0.0125711903471972,0.00516248129772244,0.00511030702805605,0.0117258686804373,0.0156136457135999,0.00713661358410603,0.00786515236616468,0.013083458636681,0.0316333312808977
"ISR",0.000178146469924519,0.0013861299165615,0.00329478284406909,0.00193921757391627,0.00181144130601341,0.00198251824162777,0.00236524293276049,0.00359560236638869,0.0021109964622322,0.00190027142065015,0.0013551318854162,0.00151013561098078,0.0025720275600449,0.000240153330798308,0.000257257951236331,0.00150842864577844,0.0101769915497746,0.000776802262451868,0.00118464541523844,0.00541762157025776,0.0013323670902975,0.00162484363190418,0.0299090314573727,0.000138596268791236,8.25444492591371e-05,0.000455905613584705,0.000127898669505786,0.000148528357259157,0.000191190114780064,0.000117646772832221,0.000158481924979783,0.00014301005655651,0.000196309831248767,0.000138079914432055,0.000140630464992822,0.000146285535634793,0.000136144592662315,0.000149346896285641,0.000154652490684849,0.000136521821779876,0.000147447187208527,0.000184238057633051,0.000223070346074478,0.000174359762639006,0.0002089667317848,0.115180543598028,0.00630001102884982,0,0.725364365950951,0.0377740878669993,0.000712230062393192,0.000347564223865211,0.00103886962251501,0.000259226322560649,0.000307718090342999,0.000268288130760065,0.000271882273204524,0.000332490810754083,0.000440503451001154,0.000570392644958923,0.00154598379174176,0.00112553962092914,0.000848903239001335,0.00177951913936356,0.000542056262834223,0.00121891140034922,0.000719168271175733,0.00230005378761657,0.00153951762167496,0.000664265969690037,0.00149444752487276,0.000726448593595104,0.000539434025976778,0.00119924913783415,0.00364173471389075,0.00111977607238196,0.000826615919198129,0.000536832133649645,0.00633372534073514
